player,school,conf,gp,Min_per,ortg,usg,efg_pct_given,ts_pct_given,orb_pct,drb_pct,ast_pct,tov_pct,ftm,fta,ft_pct,twopm,twopa,twop_pct,fg3m,fg3a,fg3_pct,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,draft_year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mpg,ogbpm,dgbpm,oreb,dreb,trb_pg,ast_pg,stl_pg,blk_pg,pts_pg,Unnamed: 64,Unnamed: 65,minutes,fgm,fga,efg_pct,ts_pct,position,height_w_shoes_in,weight_lbs,bmi,body_fat_pct,wingspan_in,standing_reach_in,hand_length_in,hand_width_in,vert_no_step_in,vert_max_in,lane_agility_sec,shuttle_run_sec,three_quarter_sprint_sec,bench_reps,BAR,PAN,PBHGT,PDHGT,rookie_per,usage_proxy_per40,ws_ratio,reach_ratio,power_to_weight,bmi_like,shooting_split
AJ PRICE,Connecticut,BE,34,73.0,108.5,24.4,0.507,0.5392,2.1,9.2,28.5,20.2,88,122,0.721,87,206,0.422,78,196,0.398,0.0,1.2,30.3,Sr,2-Jun,,3.82928,120.001,1.6,2009,25744,all,94.8,1.73912572,,,,,,,,,,52.0,97.4776,91.2256,3.75502,164.989,5.47426,4.88235,0.591908,5.72991,31.6765,4.81013,0.91977,0.5882,2.9706,3.5588,4.7059,0.6471,0.0,14.5882,,10.5167,1077.001,165,402,0.5074626865671642,0.5392,PG,72.5,192.8,25.8,0.124,75.75,97.0,,,26.0,31.0,10.99,,3.22,11.0,104.5%,,123.0,128.0,6.4,,1.0448275862068965,1.3379310344827586,1.7686721991701244,0.036680142687277054,0.2736238805970149
AARON GORDON,Arizona,P12,38,77.1,105.5,23.2,0.516,0.5027,10.4,19.3,13.0,12.4,76,180,0.422,173,337,0.513,16,45,0.356,3.4,1.8,47.1,Fr,8-Jun,11.0,2.9415,115.178,3.0,2014,29525,all,99.6,1.36361758,137.0,198.0,36.0,140.0,0.6919,0.2571,54.0,56.0,0.9643,4.0,87.7492,83.3035,4.96193,242.823,8.3179,2.89022,5.42768,7.17364,31.2368,3.32065,3.85299,2.6842,5.2895,7.9737,1.9737,0.8947,1.0263,12.3684,Wing F,2.35011,1186.9984,189,382,0.5157068062827225,0.5027,PF,79.5,220.1,24.5,0.051,83.75,105.0,8.75,10.5,32.5,39.0,10.81,2.76,3.27,,105.3%,91.9,137.5,144.0,6.8,,1.0534591194968554,1.320754716981132,,0.03482457181282386,0.2592458115183246
ADREIAN PAYNE,Michigan St.,B10,31,56.7,113.5,27.1,0.565,0.6065999999999999,6.8,22.9,10.2,16.1,109,138,0.79,134,250,0.536,44,104,0.423,3.8,1.0,39.0,Sr,10-Jun,5,4.11945,130.155,3.7,2014,16825,all,95.8,0.65078975,74.0,104.0,60.0,146.0,0.7115,0.411,38.0,42.0,0.9048,15.0,96.6971,91.739,3.68035,170.629,5.16282,3.50668,1.65614,6.39284,28.0645,5.0434,1.34944,1.5484,5.7097,7.2581,1.3226,0.4839,0.9032,16.4194,Stretch 4,7.20749,869.9995,178,354,0.5649717514124294,0.6065999999999999,PF,81.0,238.5,25.6,0.076,88.0,109.0,9.25,9.5,,,,,,,108.6%,87.9,,,7.6,,1.0864197530864197,1.345679012345679,,0.03635116598079561,0.34271186440677964
AL-FAROUQ AMINU,Wake Forest,ACC,31,76.4,101.8,27.8,0.47100000000000003,0.524,14.6,20.5,9.1,20.6,139,199,0.698,149,308,0.484,18,66,0.273,4.5,2.6,53.2,So,9-Jun,1,3.55131,118.004,3.8,2010,5612,all,98.4,0.41415375,112.0,173.0,37.0,135.0,0.6474,0.2741,46.0,48.0,0.9583,8.0,90.2827,85.7956,4.31568,237.061,6.58999,2.7312,3.85879,6.42958,31.2903,4.27468,2.15491,4.2903,6.4194,10.7097,1.3226,1.4194,1.4194,15.8387,PF/C,3.81868,969.9993,167,374,0.47058823529411764,0.524,SF,79.25,216.0,24.2,0.082,87.25,108.5,9.5,9.5,27.0,33.5,11.29,,3.3,13.0,110.1%,90.3,135.5,142.0,6.1,,1.1009463722397477,1.3690851735015772,2.0162037037037037,0.03439182398073421,0.24658823529411766
ALEC BURKS,Colorado,B12,37,78.2,116.2,32.1,0.498,0.5771000000000001,9.1,14.7,19.8,15.0,245,298,0.822,215,421,0.511,28,95,0.295,1.0,2.0,57.8,So,6-Jun,10.0,5.79718,138.341,3.0,2011,14778,all,61.4,1.13404034,122.0,186.0,93.0,235.0,0.6559,0.3957,26.0,28.0,0.9286,12.0,105.007,101.415,2.76887,212.053,5.84106,6.3762,-0.535146,7.23727,31.5946,7.64884,-0.411573,2.3514,4.1081,6.4595,2.973,1.0811,0.2973,20.5135,Wing G,4.71429,1169.0002,243,516,0.49806201550387597,0.5771000000000001,SG,77.0,192.6,22.8,0.051,82.0,103.5,9.0,8.3,29.0,36.0,10.96,,3.17,5.0,106.5%,74.3,132.5,139.5,5.9,,1.0649350649350648,1.344155844155844,0.9345794392523364,0.03248439871816495,0.28743158914728684
ALEX LEN,Maryland,ACC,38,65.8,112.7,22.6,0.535,0.5697,13.2,19.3,7.8,15.6,105,153,0.686,172,316,0.544,1,8,0.125,8.0,0.5,47.2,So,1-Jul,25,3.19146,118.829,4.0,2013,19499,all,,0.61669517,127.0,174.0,45.0,142.0,0.7299,0.3169,67.0,71.0,0.9437,5.0,91.861,88.507,3.41733,214.642,6.95255,2.39556,4.557,6.1296,26.4211,3.33837,2.79123,2.8684,4.9737,7.8421,0.9737,0.2105,2.0526,11.8947,C,0.469137,1004.0018,173,324,0.5354938271604939,0.5697,C,,,,0.064,87.5,,9.0,10.8,,,,,,,,96.8,,,3.1,,,,,,0.30507083333333335
ANDRE DRUMMOND,Connecticut,BE,34,70.3,100.7,20.8,0.5379999999999999,0.5093,14.2,15.5,3.4,16.0,26,88,0.295,157,290,0.541,0,2,0.0,9.9,1.8,30.1,Fr,10-Jun,12,2.16691,106.547,3.1,2012,20311,all,83.4,0.28847914,130.0,185.0,27.0,105.0,0.7027,0.2571,80.0,89.0,0.8989,9.0,95.5401,90.5331,3.4961,200.006,5.56709,0.789686,4.7774,4.32984,28.4412,1.78075,2.5491,3.3529,4.2059,7.5588,0.4412,0.8235,2.7059,10.0,C,0.127848,967.0007999999999,157,292,0.5376712328767124,0.5093,C,81.75,278.6,29.3,0.075,90.25,109.5,9.5,9.5,31.5,33.5,10.83,,3.39,10.0,110.4%,90.3,141.0,143.0,13.8,,1.1039755351681957,1.3394495412844036,1.2024407753050967,0.04168747486650021,0.2738359589041096
ANDRE ROBERSON,Colorado,P12,31,77.3,99.8,20.4,0.515,0.524,10.6,27.1,9.4,21.2,54,98,0.551,113,217,0.521,19,58,0.328,4.4,3.9,35.6,Jr,7-Jun,21,2.43566,105.246,3.0,2013,17361,all,69.6,0.5946127,88.0,145.0,20.0,63.0,0.6069,0.3175,17.0,20.0,0.85,26.0,83.7071,79.4846,5.29756,283.374,8.97574,1.61601,7.35973,7.55752,33.4194,2.92706,4.63046,2.9677,8.2258,11.1935,1.4194,2.1613,1.3226,10.871,PF/C,3.39385,1036.0014,132,275,0.5145454545454545,0.524,PF-SF,78.25,205.8,23.6,0.071,83.0,104.5,8.75,9.5,30.0,36.5,11.36,3.02,3.34,10.0,106.1%,83.1,134.5,141.0,3.9,,1.060702875399361,1.3354632587859425,1.7735665694849367,0.03361063193459156,0.2696218181818182
ANDREW GOUDELOCK,College of Charleston,SC,37,88.0,113.6,33.1,0.5489999999999999,0.575,2.3,9.9,26.4,16.3,110,134,0.821,187,377,0.496,131,322,0.407,0.5,1.5,19.2,Sr,2-Jun,3.0,5.77155,132.194,2.0,2011,3120,all,,1.31932084,41.0,68.0,146.0,309.0,0.6029,0.4725,7.0,8.0,0.875,46.0,104.713,104.361,2.75546,204.986,3.82596,5.92043,-2.09447,6.30415,35.1892,7.66592,-1.36177,0.6757,3.1892,3.8649,4.2432,0.8919,0.1892,23.7027,Scoring PG,14.6051,1302.0004,318,699,0.5486409155937053,0.575,PG,73.25,197.6,25.9,0.099,76.25,96.5,8.25,9.3,32.5,37.0,10.33,,3.1,4.0,104.1%,76.3,129.0,133.5,2.6,,1.0409556313993173,1.31740614334471,0.7489878542510122,0.036827452853265615,0.3154685264663805
ANDREW NICHOLSON,St. Bonaventure,A10,32,74.3,116.7,28.1,0.601,0.6377,11.2,22.8,9.4,18.1,128,165,0.776,197,332,0.593,23,53,0.434,7.3,1.3,42.9,Sr,9-Jun,44.0,4.86049,131.488,3.7,2012,8064,all,10.6,0.41248002,109.0,151.0,88.0,181.0,0.7219,0.4862,33.0,36.0,0.9167,19.0,93.7441,91.5303,3.59007,207.66,8.05175,4.51105,3.54069,9.51839,30.0625,7.33232,2.18607,2.5938,5.8125,8.4062,1.0312,0.6562,1.9688,18.4688,PF/C,3.36402,962.0,220,385,0.6012987012987013,0.6377,PF,80.5,234.0,25.4,0.076,88.0,107.0,10.0,10.8,28.5,30.5,11.89,,3.67,10.0,109.3%,107.5,135.5,137.5,8.2,,1.093167701863354,1.329192546583851,1.3034188034188035,0.036109717989275106,0.38344818181818185
ANDREW WIGGINS,Kansas,B12,35,81.4,112.3,25.1,0.499,0.5634,8.4,12.3,9.2,15.9,176,227,0.775,146,296,0.493,43,126,0.341,3.1,2.1,53.8,Fr,8-Jun,22.0,4.33229,126.019,3.3,2014,31626,all,100.0,0.67502293,92.0,132.0,54.0,161.0,0.697,0.3354,36.0,40.0,0.9,1.0,101.712,94.4649,3.98001,206.932,7.14569,4.66538,2.48031,6.97725,32.8,5.14855,1.8287,2.1714,3.6857,5.8571,1.5429,1.1714,0.9714,17.0571,Wing F,6.31169,1148.0,189,422,0.49881516587677727,0.5634,,,,,,,,,,,,,,,,,,,,13.9,,,,,,0.2810324644549763
ANTHONY BENNETT,UNLV,MWC,34,67.8,112.8,25.7,0.575,0.6036,9.9,21.3,8.2,15.3,117,168,0.696,156,271,0.576,36,94,0.383,4.3,1.5,46.0,Fr,8-Jun,15,3.86174,124.916,3.4,2013,25132,all,99.0,0.49209348,100.0,140.0,56.0,129.0,0.7143,0.4341,53.0,58.0,0.9138,1.0,89.4038,85.8106,3.77519,202.924,6.61092,3.58896,3.02196,8.18951,27.2353,5.93445,2.25506,2.3824,5.5882,7.9706,0.9118,0.7059,1.1765,15.7941,Stretch 4,5.8596,926.0002,192,365,0.5753424657534246,0.6036,,,,,,,,,,,,,,,,,,,,3.9,,,,,,0.3472767123287671
ANTHONY BROWN,Stanford,P12,37,87.7,114.1,21.2,0.528,0.573,3.8,18.8,15.2,15.7,116,146,0.795,97,229,0.424,79,179,0.441,0.6,1.3,35.8,Sr,6-Jun,21.0,4.26404,120.429,2.4,2015,16684,all,87.4,1.30556553,58.0,96.0,39.0,133.0,0.6042,0.2932,8.0,9.0,0.8889,34.0,100.992,96.2343,3.79438,233.885,5.71511,4.29686,1.41825,6.29308,35.6757,5.2572,1.03588,1.1351,5.7838,6.9189,2.5405,0.7568,0.1892,14.7838,Wing G,8.27577,1320.0009,176,408,0.5281862745098039,0.573,SF-SG,77.75,211.0,24.5,0.061,83.0,104.5,8.5,9.0,27.5,34.5,10.94,3.29,3.18,4.0,106.8%,76.5,132.0,139.0,4.1,,1.067524115755627,1.3440514469453375,0.6540284360189573,0.03490451918404483,0.3026507352941176
ANTHONY DAVIS,Kentucky,SEC,40,80.1,133.8,19.1,0.628,0.6541,11.6,23.9,7.5,10.0,144,203,0.709,207,317,0.653,3,20,0.15,13.7,2.5,60.2,Fr,10-Jun,23,6.07485,139.015,2.4,2012,22364,all,100.0,1.21951222,152.0,174.0,55.0,143.0,0.8736,0.3846,96.0,98.0,0.9796,1.0,79.63,75.7599,5.62176,360.572,17.668,7.54963,10.1184,16.6573,32.025,9.09614,7.56117,2.975,7.4,10.375,1.25,1.35,4.65,14.175,C,0.931259,1281.0,210,337,0.6275964391691394,0.6541,PF-C,81.25,221.8,23.6,0.079,89.5,108.0,9.0,8.5,,,,,,,110.2%,76.5,,,18.2,,1.1015384615384616,1.3292307692307692,,0.03359810650887574,0.41051083086053414
ARCHIE GOODWIN,Kentucky,SEC,33,78.8,96.9,27.2,0.46399999999999997,0.5091,5.6,10.4,16.8,21.0,135,212,0.637,140,293,0.478,17,64,0.266,1.4,2.1,59.4,Fr,4-Jun,10,2.79571,109.466,3.7,2013,27246,all,97.2,0.8712997,106.0,176.0,34.0,116.0,0.6023,0.2931,25.0,30.0,0.8333,29.0,97.7351,94.5801,3.42587,179.703,0.778603,0.781192,-0.00258988,0.958423,31.7576,0.684581,0.273842,1.4545,3.1515,4.6061,2.6667,1.0909,0.4545,14.1212,Wing G,3.60856,1048.0008,157,357,0.4635854341736695,0.5091,SG,75.75,189.0,23.2,0.046,81.5,102.0,8.5,9.0,30.0,36.0,10.75,3.41,3.27,1.0,107.6%,76.5,132.0,138.0,3.4,,1.0759075907590758,1.3465346534653466,0.19047619047619047,0.03293794726007254,0.23601134453781514
ARMON JOHNSON,Nevada,WAC,33,86.4,103.9,26.4,0.508,0.5324,2.7,7.7,29.8,20.8,79,115,0.687,193,360,0.536,17,70,0.243,0.9,1.4,26.7,Jr,3-Jun,23,3.38115,112.702,2.0,2010,4048,all,,1.63967181,84.0,126.0,109.0,234.0,0.6667,0.4658,7.0,9.0,0.7778,34.0,109.698,105.349,2.53685,173.207,0.275797,1.81237,-1.53657,0.913104,34.8182,2.51657,-1.60346,0.7879,2.5455,3.3333,5.5152,0.8485,0.3636,15.6364,Scoring PG,3.46048,1149.0005999999998,210,430,0.5081395348837209,0.5324,PG-SG,74.0,195.2,25.1,0.056,80.0,99.5,8.25,9.3,31.5,38.5,11.25,,3.19,18.0,108.1%,76.3,131.0,138.0,2.5,,1.0810810810810811,1.3445945945945945,3.550204918032787,0.035646457268078885,0.270533488372093
ARNETT MOULTRIE,Mississippi St.,SEC,30,79.5,114.9,23.6,0.561,0.6096,12.2,21.7,7.0,17.5,124,159,0.78,172,310,0.555,8,18,0.444,2.1,1.4,48.5,Jr,11-Jun,23,4.98252,125.498,2.5,2012,21025,all,,0.47947232,121.0,164.0,51.0,146.0,0.7378,0.3493,62.0,66.0,0.9394,27.0,99.1674,95.7605,3.70371,205.304,3.99757,3.29297,0.704601,4.57727,35.7667,4.39764,0.179634,3.6667,6.8,10.4667,1.1667,0.8333,0.7667,16.4,PF/C,1.01942,1073.001,180,328,0.5609756097560976,0.6096,PF,81.5,232.8,24.6,0.077,86.25,106.5,9.25,9.3,33.5,37.5,11.32,,3.22,10.0,105.8%,85.6,140.0,144.0,5.8,,1.0582822085889572,1.3067484662576687,1.610824742268041,0.03504836463547744,0.3419707317073171
AUSTIN DAYE,Gonzaga,WCC,33,65.4,102.6,24.4,0.536,0.5616,4.7,22.1,8.1,18.9,72,104,0.692,118,241,0.49,36,80,0.45,8.1,1.6,32.4,So,11-Jun,,2.4275,111.003,4.3,2009,2742,all,93.4,0.53622842,,,,,,,,,,15.0,85.3883,82.9323,3.93453,217.197,5.75346,0.387002,5.36646,5.2688,26.3636,1.79443,3.47437,1.0,5.6667,6.6667,1.1212,0.7273,2.0,12.6061,,5.3391,869.9988000000001,154,321,0.5358255451713395,0.5616,SF-PF,81.75,191.8,20.2,0.055,86.75,110.0,,,25.0,28.0,12.11,,3.55,0.0,106.1%,,135.0,138.0,5.7,,1.0611620795107033,1.345565749235474,0.0,0.028699417370404663,0.30091962616822426
AUSTIN RIVERS,Duke,ACC,34,82.4,104.8,24.0,0.505,0.5384,2.2,9.2,13.0,17.0,121,184,0.658,116,243,0.477,58,159,0.365,0.1,1.7,45.8,Fr,4-Jun,0,3.59641,115.79,2.7,2012,21892,all,99.8,0.89873044,82.0,141.0,34.0,102.0,0.5816,0.3333,3.0,3.0,1.0,10.0,102.8,97.2284,3.33088,176.149,2.9406,2.9932,-0.0526018,3.075,33.2059,2.7958,0.279199,0.6176,2.7647,3.3824,2.0882,0.9706,0.0294,15.5,Combo G,8.19759,1129.0006,174,402,0.5049751243781094,0.5384,SG-PG,75.5,202.8,25.0,0.062,79.25,96.5,8.5,10.0,32.5,37.5,11.54,,3.32,1.0,105.0%,85.0,129.0,134.0,4.6,,1.0496688741721854,1.2781456953642385,0.1849112426035503,0.03557738695671243,0.27187860696517413
BEN MCLEMORE,Kansas,B12,37,79.1,118.7,22.0,0.586,0.6325999999999999,5.0,12.3,12.6,17.2,120,138,0.87,125,226,0.553,73,174,0.42,2.2,1.8,34.5,Fr,5-Jun,23,4.65665,126.298,2.3,2013,24760,all,92.4,0.94805635,90.0,126.0,35.0,100.0,0.7143,0.35,44.0,45.0,0.9778,7.0,92.3885,87.3941,4.22994,216.163,8.47939,5.6772,2.80219,9.50053,32.1892,6.59953,2.901,1.2703,3.9189,5.1892,1.973,1.0,0.6757,15.9189,Wing G,8.57278,1191.0004,198,400,0.58625,0.6325999999999999,SG,75.5,189.2,23.3,0.05,79.75,100.5,8.75,9.5,32.5,42.0,11.87,3.11,3.27,6.0,105.6%,83.1,133.0,142.5,6.7,,1.0562913907284768,1.3311258278145695,1.331923890063425,0.03319152668742599,0.37086175
BERNARD JAMES,Florida St.,ACC,35,68.9,106.8,20.2,0.606,0.6017,13.6,19.7,3.6,21.7,64,116,0.552,157,259,0.606,0,0,0.0,9.5,1.6,44.8,Sr,10-Jun,5.0,2.67737,112.327,2.8,2012,17913,all,14.2,0.21915903,132.0,195.0,25.0,64.0,0.6769,0.3906,54.0,56.0,0.9643,33.0,87.9861,83.5886,4.09187,222.254,7.70478,1.60206,6.10272,7.09472,27.9714,3.51769,3.57703,3.0571,5.0286,8.0857,0.4571,0.7429,2.3429,10.8,C,0.0,978.999,157,259,0.6061776061776062,0.6017,PF,80.75,229.8,24.8,0.05,87.0,108.5,9.0,9.3,30.0,32.5,11.84,,3.4,6.0,107.7%,83.3,138.5,141.0,5.1,,1.0773993808049536,1.3436532507739938,0.8485639686684072,0.03524235830881155,0.36473706563706565
BOBBY PORTIS,Arkansas,SEC,36,74.2,118.9,25.7,0.552,0.5822999999999999,13.6,20.2,8.8,11.5,115,156,0.737,236,436,0.541,14,30,0.467,4.8,2.1,33.5,So,10-Jun,10.0,4.893,132.908,2.9,2015,29460,all,96.8,0.74999998,149.0,204.0,87.0,229.0,0.7304,0.3799,32.0,36.0,0.8889,22.0,95.8038,92.078,3.6384,235.735,7.92782,5.11539,2.81243,8.39995,29.8889,7.31961,1.08034,3.6944,5.2222,8.9167,1.1667,1.0833,1.3889,17.4722,PF/C,1.58536,1076.0004,250,466,0.5515021459227468,0.5822999999999999,PF,81.5,246.2,26.1,0.089,86.0,108.5,9.5,9.3,25.0,31.5,11.78,3.28,3.56,5.0,105.5%,87.9,133.5,140.0,8.9,,1.0552147239263803,1.3312883435582823,0.6397238017871649,0.03706575332154014,0.32113969957081545
BRADLEY BEAL,Florida,SEC,37,84.7,112.3,22.4,0.525,0.5745,4.8,18.1,12.7,17.0,133,173,0.769,112,207,0.541,63,186,0.339,2.6,2.5,44.0,Fr,3-Jun,23,4.50413,122.639,2.4,2012,22042,all,99.4,1.05063003,89.0,137.0,23.0,70.0,0.6496,0.3286,18.0,20.0,0.9,3.0,95.4954,92.1814,4.01915,257.355,8.02626,5.01541,3.01084,7.56367,34.2432,5.27745,2.28623,1.3514,5.3784,6.7297,2.2432,1.3784,0.8378,14.7568,Wing G,8.98698,1266.9984,175,393,0.5254452926208651,0.5745,SG,75.25,201.8,25.1,0.06,80.0,100.0,8.5,9.0,33.0,39.0,10.95,,3.28,8.0,106.3%,76.5,133.0,139.0,12.1,,1.06312292358804,1.3289036544850499,1.5460852329038652,0.035637575744197084,0.301868320610687
BRANDON INGRAM,Duke,ACC,36,85.9,112.1,24.6,0.525,0.5525,6.1,15.4,11.3,13.7,116,170,0.682,134,289,0.464,80,195,0.41,3.6,1.9,35.1,Fr,9-Jun,14.0,4.44841,124.254,2.4,2016,40152,all,99.6,0.98610002,69.0,117.0,65.0,172.0,0.5897,0.3779,17.0,17.0,1.0,2.0,103.403,95.9335,3.93885,237.974,6.30806,4.07465,2.23341,6.79962,34.6111,5.53645,1.26317,1.8611,4.9167,6.7778,1.9722,1.1111,1.3611,17.3333,Stretch 4,9.11171,1245.9996,214,484,0.5247933884297521,0.5525,,,,,,,,,,,,,,,,,,,,7.3,,,,,,0.28994834710743805
BRANDON KNIGHT,Kentucky,SEC,38,89.4,107.8,26.7,0.508,0.5528,2.2,10.2,23.4,19.8,136,171,0.795,130,282,0.461,87,231,0.377,0.6,1.1,33.3,Fr,3-Jun,12.0,4.73173,123.069,2.4,2011,18154,all,99.2,1.32499436,65.0,117.0,65.0,165.0,0.5556,0.3939,5.0,6.0,0.8333,8.0,100.305,94.5951,4.01095,204.602,4.48048,4.60756,-0.127072,4.58458,35.8684,4.36431,0.220269,0.6579,3.3684,4.0263,4.1842,0.6579,0.2105,17.2895,Combo G,10.2095,1362.9992,217,513,0.5077972709551657,0.5528,PG,73.5,176.8,23.0,0.042,78.75,98.5,8.25,9.5,29.0,37.5,10.74,,3.07,10.0,107.1%,78.4,127.5,136.0,10.8,,1.0714285714285714,1.3401360544217686,2.1210407239819005,0.032727104447221066,0.2807103313840156
BUDDY HIELD,Oklahoma,B12,37,87.6,121.5,28.4,0.623,0.6645,4.0,13.0,12.7,17.1,176,200,0.88,154,279,0.552,147,322,0.457,1.4,1.8,33.3,Sr,4-Jun,24.0,6.84167,143.253,2.3,2016,27126,all,69.0,0.66369796,119.0,178.0,35.0,101.0,0.6685,0.3465,18.0,22.0,0.8182,6.0,100.663,94.0957,4.2368,240.576,8.86581,7.83954,1.02627,11.852,35.3784,10.2417,1.61038,1.2432,4.4865,5.7297,2.027,1.1351,0.4865,25.0,Wing G,13.8488,1309.0008,301,601,0.6231281198003328,0.6645,SG,75.75,212.4,26.0,0.061,81.25,101.0,8.5,9.0,,,,,,,107.3%,76.5,,,6.7,,1.0726072607260726,1.3333333333333333,,0.03701597882560533,0.4140686356073211
CJ MCCOLLUM,Lehigh,Pat,12,31.0,115.7,35.0,0.58,0.6275,4.0,14.5,25.1,14.7,62,73,0.849,63,130,0.485,33,64,0.516,1.2,2.7,37.6,Sr,3-Jun,3,5.69178,136.816,2.3,2013,17390,all,9.8,1.09374883,34.0,63.0,29.0,67.0,0.5397,0.4328,3.0,3.0,1.0,10.0,97.4339,96.5057,3.16236,72.2165,6.97876,7.26103,-0.28227,9.31489,31.0,9.03588,0.279008,1.0,4.0,5.0,2.9167,1.4167,0.3333,23.9167,Combo G,10.3207,372.0,96,194,0.5798969072164949,0.6275,PG-SG,74.25,197.0,25.1,0.086,78.25,96.5,8.0,9.5,32.0,38.5,11.02,2.91,3.32,13.0,105.4%,76.0,128.5,135.0,3.7,,1.0538720538720538,1.2996632996632997,2.5406091370558377,0.035733315194594654,0.3638853092783505
CAMERON PAYNE,Murray St.,OVC,33,81.4,118.8,31.3,0.529,0.5672999999999999,2.3,10.7,39.8,14.9,126,161,0.783,149,294,0.507,82,220,0.373,1.6,3.2,31.3,So,2-Jun,1.0,5.55848,134.583,2.5,2015,29428,all,28.4,2.40230118,53.0,87.0,96.0,208.0,0.6092,0.4615,3.0,3.0,1.0,14.0,100.124,101.405,2.93831,203.057,8.30782,8.05255,0.25527,10.2868,32.1714,8.84184,1.44499,0.6,3.0857,3.6857,5.9714,1.9429,0.4857,20.2,Pure PG,12.0348,1061.6562,231,514,0.5291828793774319,0.5672999999999999,PG,72.75,182.8,24.3,0.063,79.25,97.5,8.5,8.3,29.8,35.5,10.9,2.93,3.28,0.0,108.9%,70.1,127.3,133.0,5.4,,1.0893470790378006,1.3402061855670102,0.0,0.03453903473034093,0.30020544747081707
CARIS LEVERT,Michigan,B10,14,31.0,126.8,26.0,0.59,0.6314,2.5,19.0,32.9,11.9,52,66,0.788,48,90,0.533,27,60,0.45,0.8,1.8,44.0,Sr,7-Jun,23.0,5.34853,136.565,1.7,2016,26551,all,52.4,3.13643865,36.0,48.0,12.0,42.0,0.75,0.2857,9.0,9.0,1.0,20.0,103.626,100.2,3.11652,73.7778,9.50321,7.62963,1.87357,10.0831,31.0714,7.75923,2.32392,0.6429,4.7857,5.4286,4.9286,0.9286,0.2143,16.3571,Combo G,8.2512,434.9996,75,150,0.59,0.6314,SG,77.75,191.0,22.2,0.076,82.0,101.0,8.5,9.3,,,,,,,105.5%,78.6,,,5.9,,1.0546623794212218,1.2990353697749195,,0.03159603395332968,0.37252599999999997
CHANDLER PARSONS,Florida,SEC,36,81.1,110.3,20.1,0.546,0.5514,7.3,19.3,21.6,20.3,54,97,0.557,112,206,0.544,43,117,0.368,1.3,1.7,30.0,Sr,10-Jun,25.0,3.5965,116.025,2.2,2011,2243,all,94.4,1.67902226,89.0,121.0,23.0,85.0,0.7355,0.2706,22.0,25.0,0.88,38.0,95.262,90.6999,4.1897,232.775,8.60912,5.0632,3.54592,7.65528,34.1389,4.95164,2.70364,2.0556,5.6944,7.75,3.7778,0.9444,0.4167,11.3056,Stretch 4,5.90179,1229.0004,155,323,0.5464396284829721,0.5514,SF,80.75,221.2,23.8,0.07,81.5,104.5,8.25,10.0,25.5,31.5,11.05,,3.29,4.0,100.9%,82.5,130.0,136.0,11.4,,1.0092879256965945,1.2941176470588236,0.569620253164557,0.03392345368976986,0.30130681114551083
CHARLES JENKINS,Hofstra,CAA,32,92.4,123.2,28.7,0.5770000000000001,0.6293,1.6,8.6,31.3,12.8,179,217,0.825,176,317,0.555,63,152,0.414,1.8,2.7,46.3,Sr,3-Jun,22.0,6.65016,136.761,2.1,2011,57,all,,2.11262838,93.0,139.0,83.0,178.0,0.6691,0.4663,0.0,0.0,,44.0,107.807,106.346,2.6405,192.184,7.09443,8.32456,-1.23013,9.82813,37.4062,8.91582,0.912311,0.5,2.7188,3.2188,4.6875,1.6562,0.625,22.5,Scoring PG,7.86487,1196.9984,239,469,0.5767590618336887,0.6293,PG-SG,73.5,216.4,28.2,0.043,79.5,96.5,8.5,9.0,29.5,34.0,11.68,,3.18,16.0,108.2%,76.5,126.0,130.5,6.8,,1.0816326530612246,1.3129251700680271,2.5138632162661736,0.040057383497616735,0.36295447761194033
CHASE BUDINGER,Arizona,P10,35,93.7,117.5,23.9,0.5539999999999999,0.5942000000000001,4.9,14.8,19.0,16.6,125,156,0.801,152,288,0.528,67,168,0.399,1.4,2.3,34.2,Jr,7-Jun,,6.01009,130.461,2.0,2009,217,all,99.0,1.3882072,,,,,,,,,,44.0,105.009,98.1723,3.65529,237.463,7.82959,6.90449,0.925103,8.48344,37.6286,7.4571,1.02634,1.4,4.8,6.2,3.3714,1.4286,0.4571,18.0,,7.83562,1317.001,219,456,0.5537280701754386,0.5942000000000001,SF-SG,78.25,206.4,23.7,0.1,79.0,101.0,,,29.5,38.5,11.08,,3.24,10.0,101.0%,,130.5,139.5,8.5,,1.0095846645367412,1.29073482428115,1.8653100775193798,0.033708622115158876,0.32902521929824563
