player,school,conf,gp,Min_per,ortg,usg,efg_pct_given,ts_pct_given,orb_pct,drb_pct,ast_pct,tov_pct,ftm,fta,ft_pct,twopm,twopa,twop_pct,fg3m,fg3a,fg3_pct,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,draft_year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mpg,ogbpm,dgbpm,oreb,dreb,trb_pg,ast_pg,stl_pg,blk_pg,pts_pg,Unnamed: 64,Unnamed: 65,minutes,fgm,fga,efg_pct,ts_pct,position,height_w_shoes_in,weight_lbs,bmi,body_fat_pct,wingspan_in,standing_reach_in,hand_length_in,hand_width_in,vert_no_step_in,vert_max_in,lane_agility_sec,shuttle_run_sec,three_quarter_sprint_sec,bench_reps,BAR,PAN,PBHGT,PDHGT,rookie_per,usage_proxy_per40,ws_ratio,reach_ratio,power_to_weight,bmi_like,shooting_split
KAWHI LEONARD,San Diego St.,MWC,34,79.6,108.7,27.7,0.46299999999999997,0.5078,11.4,25.9,16.4,15.1,110,145,0.759,175,371,0.472,23,81,0.284,1.9,2.8,32.1,So,6-Jun,15.0,4.36317,123.31,3.1,2011,13395,all,88.8,1.15998007,78.0,98.0,97.0,272.0,0.7959,0.3566,19.0,19.0,1.0,15.0,85.3916,81.558,5.15728,263.03,8.2352,3.75988,4.47532,8.27578,33.0,5.00299,3.27279,3.1765,7.5294,10.7059,2.5588,1.4706,0.5882,15.5588,PF/C,4.51629,1122.0,198,452,0.46349557522123896,0.5078,SF,78.0,227.4,26.3,0.054,87.0,106.0,9.75,11.3,25.5,32.0,11.45,,3.15,3.0,111.5%,109.7,131.5,138.0,11.6,,1.1153846153846154,1.358974358974359,0.42216358839050133,0.0373767258382643,0.23536305309734515
KELLY OLYNYK,Gonzaga,WCC,31,60.3,123.5,30.4,0.644,0.6783,11.8,20.1,15.1,18.4,131,168,0.78,201,304,0.661,9,29,0.31,5.1,1.6,50.5,Jr,Jul-00,13,5.57364,144.627,3.5,2013,11882,all,,0.6933124,152.0,212.0,48.0,91.0,0.717,0.5275,25.0,28.0,0.8929,13.0,89.4414,86.1418,3.64964,173.399,11.7494,7.28581,4.46361,13.6199,26.4516,10.4448,3.17511,2.4194,4.8387,7.2581,1.6774,0.6774,1.129,18.0645,PF/C,2.16121,819.9996,210,333,0.6441441441441441,0.6783,PF-C,82.75,234.0,24.0,0.067,81.75,108.0,8.5,10.0,24.5,29.5,11.42,2.99,3.59,5.0,98.8%,85.0,132.5,137.5,10.7,,0.9879154078549849,1.3051359516616314,0.6303418803418803,0.034172743950858425,0.43692297297297295
KELLY OUBRE,Kansas,B12,36,52.3,108.7,22.0,0.512,0.5545,6.4,19.2,8.1,15.4,79,110,0.718,76,153,0.497,34,95,0.358,1.8,3.3,44.4,Fr,7-Jun,12.0,2.53323,120.287,3.8,2015,34389,all,98.8,0.65120567,48.0,77.0,28.0,75.0,0.6234,0.3733,17.0,22.0,0.7727,15.0,91.621,85.3856,3.05119,169.756,7.34174,3.84099,3.50074,7.65254,21.0,4.12848,3.52406,1.1389,3.8333,4.9722,0.7778,1.1389,0.3611,9.25,Wing F,7.49046,756.0,110,248,0.5120967741935484,0.5545,SF-SG,77.75,202.8,23.6,0.057,86.25,102.5,9.0,8.8,34.5,37.0,11.09,3.12,3.32,7.0,110.9%,78.8,137.0,139.5,3.8,,1.1093247588424437,1.3183279742765273,1.277120315581854,0.03354804023945162,0.28395766129032257
KEMBA WALKER,Connecticut,BE,41,92.4,117.8,31.5,0.478,0.5429999999999999,3.9,11.5,28.0,11.8,258,315,0.819,241,512,0.471,75,227,0.33,0.5,3.1,42.6,Jr,1-Jun,15.0,7.49948,143.405,1.5,2011,9075,all,97.8,1.9784861,115.0,196.0,126.0,316.0,0.5867,0.3987,3.0,3.0,1.0,9.0,97.6871,91.1048,4.59401,280.051,11.104,9.07703,2.02696,12.3485,37.6341,9.21951,3.12896,1.2927,4.1463,5.439,4.4878,1.878,0.1707,23.5366,Scoring PG,9.04886,1542.9980999999998,316,739,0.4783491204330176,0.5429999999999999,PG,71.5,184.0,25.3,0.059,75.5,91.5,8.0,9.0,32.0,39.5,10.87,,3.16,7.0,105.6%,72.0,123.5,131.0,11.4,,1.055944055944056,1.2797202797202798,1.502717391304348,0.0359919800479241,0.2597435723951285
KENDALL MARSHALL,North Carolina,ACC,36,77.9,113.3,17.1,0.529,0.5579999999999999,0.5,7.3,45.1,27.2,55,79,0.696,77,146,0.527,28,79,0.354,0.5,2.0,35.1,So,4-Jun,5.0,3.24086,112.651,1.9,2012,16380,all,94.8,3.47519256,35.0,53.0,42.0,93.0,0.6604,0.4516,0.0,0.0,,13.0,96.8536,92.3192,3.89671,205.986,4.08958,4.03505,0.0545312,5.85357,33.0,3.6269,2.22666,0.1667,2.4444,2.6111,9.75,1.1944,0.1667,8.1389,Pure PG,3.63065,1188.0,105,225,0.5288888888888889,0.5579999999999999,PG,75.25,198.4,24.6,0.078,77.5,96.0,8.5,9.0,31.0,37.0,12.03,,3.23,,103.0%,76.5,127.0,133.0,4.1,,1.0299003322259137,1.2757475083056478,,0.03503714087040982,0.29511999999999994
KENNETH FARIED,Morehead St.,OVC,32,87.0,115.1,25.7,0.61,0.6098,19.9,30.9,7.3,18.2,136,235,0.579,208,341,0.61,0,0,0.0,8.1,3.4,68.9,Sr,8-Jun,35.0,4.43391,121.634,3.6,2011,1626,all,,0.38822381,163.0,231.0,45.0,110.0,0.7056,0.4091,70.0,74.0,0.9459,22.0,85.7528,86.3437,4.9022,292.319,8.56669,3.36034,5.20634,8.29385,35.2188,6.15886,2.13499,5.75,8.625,14.375,1.0312,1.9062,2.1875,17.25,C,0.0,1127.0016,208,341,0.6099706744868035,0.6098,PF,78.0,224.6,26.0,0.063,84.0,108.0,8.5,10.3,30.5,35.0,11.35,,3.26,16.0,107.7%,87.1,138.5,143.0,15.3,,1.0769230769230769,1.3846153846153846,2.4933214603739984,0.03691650230111768,0.3719601173020528
KENTAVIOUS CALDWELL-POPE,Georgia,SEC,32,83.5,112.7,27.2,0.53,0.5791,4.3,19.7,16.8,13.8,135,169,0.799,102,205,0.498,84,225,0.373,1.9,3.8,39.3,So,5-Jun,1,5.12839,128.133,2.6,2013,21152,all,97.8,0.90625,63.0,94.0,39.0,112.0,0.6702,0.3482,15.0,16.0,0.9375,8.0,89.8474,87.0285,4.50765,245.772,10.4573,7.10835,3.34899,12.3303,33.9375,8.44938,3.88088,1.1562,5.9062,7.0625,1.8125,2.0312,0.5312,18.4688,Wing G,13.215,1086.0,186,430,0.5302325581395348,0.5791,SG,76.5,203.6,24.5,0.065,80.0,100.5,8.5,9.0,29.0,34.5,10.6,3.2,3.12,7.0,104.6%,76.5,129.5,135.0,5.6,,1.0457516339869282,1.3137254901960784,1.1861493123772102,0.03479003801956512,0.3070576744186046
KIM ENGLISH,Missouri,B12,35,83.6,120.8,18.9,0.64,0.6584,3.4,11.9,8.6,16.0,87,120,0.725,93,158,0.589,78,170,0.459,0.9,2.3,36.6,Sr,6-Jun,24.0,4.48006,122.944,2.8,2012,9696,all,74.8,0.94916057,53.0,69.0,40.0,89.0,0.7681,0.4494,0.0,1.0,0.0,44.0,100.87,97.7854,3.31557,201.059,7.17425,6.4108,0.763449,6.17018,33.5714,5.52157,0.648612,0.8571,3.3714,4.2286,1.6,1.2857,0.2857,14.4857,Wing G,8.70585,1174.9989999999998,171,328,0.6402439024390244,0.6584,SG,76.5,192.0,23.1,0.043,78.5,98.0,8.5,8.8,29.0,36.5,10.59,,3.33,,102.6%,74.4,127.0,134.5,2.5,,1.026143790849673,1.2810457516339868,,0.0328078943995899,0.42153658536585364
KLAY THOMPSON,Washington St.,P10,34,83.0,107.6,31.9,0.525,0.5737,2.6,14.0,25.0,17.8,155,185,0.838,142,305,0.466,98,246,0.398,3.1,2.8,33.6,Jr,6-Jun,1.0,5.10318,127.806,3.4,2011,8716,all,91.8,1.10433421,66.0,110.0,76.0,195.0,0.6,0.3897,8.0,8.0,1.0,11.0,95.6906,90.6275,4.32507,240.14,8.36312,5.57615,2.78698,9.38485,34.6765,6.81102,2.57382,0.7353,4.5,5.2353,3.7353,1.6471,0.9412,21.5588,Combo G,12.2598,1179.001,240,551,0.5245009074410163,0.5737,SG,77.75,205.6,23.9,0.08,81.0,103.5,8.75,9.3,26.5,31.5,10.99,,3.24,5.0,104.2%,80.9,130.0,135.0,10.2,,1.0418006430868167,1.3311897106109325,0.7660505836575876,0.034011228171751735,0.30090617059891106
KRIS DUNN,Providence,BE,33,76.9,103.6,29.3,0.499,0.5406,3.5,14.8,41.8,20.9,132,190,0.695,142,298,0.477,42,113,0.372,1.9,4.3,46.2,Jr,4-Jun,3.0,3.91571,121.573,3.4,2016,25358,all,97.0,1.77583078,99.0,157.0,42.0,138.0,0.6306,0.3043,27.0,29.0,0.931,5.0,93.8582,88.3916,4.5888,255.725,9.73839,4.74338,4.99501,9.52919,32.9697,4.58362,4.94557,1.0909,4.2424,5.3333,6.2424,2.4848,0.6061,16.4242,Pure PG,5.95801,1088.0001000000002,184,411,0.49878345498783455,0.5406,PG,75.0,0.0,0.0,,81.5,100.0,,,,,,,,,108.7%,,,,5.8,,1.0866666666666667,1.3333333333333333,,0.0,0.2696423357664233
KYLE ANDERSON,UCLA,P12,36,80.3,110.6,26.0,0.517,0.5661999999999999,4.5,25.5,34.3,20.2,137,186,0.737,153,319,0.48,28,58,0.483,2.7,3.1,49.3,So,9-Jun,5.0,4.14984,123.681,2.0,2014,26311,all,99.6,2.11814376,56.0,88.0,97.0,229.0,0.6364,0.4236,7.0,7.0,1.0,30.0,94.3457,90.2755,4.543,282.93,9.78061,4.28947,5.49115,9.99905,33.2222,6.03776,3.96129,1.25,7.5,8.75,6.4722,1.7778,0.75,14.6389,Wing F,2.7613,1195.9992,181,377,0.5172413793103449,0.5661999999999999,SF,79.5,230.1,25.6,0.134,86.75,107.5,8.25,8.8,,,,,,,109.1%,72.2,,,3.7,,1.0911949685534592,1.3522012578616351,,0.036406787706182504,0.2928620689655172
KYLE OQUINN,Norfolk St.,MEAC,34,77.2,113.8,25.0,0.596,0.63,11.6,25.0,11.2,19.5,150,213,0.704,187,301,0.621,6,28,0.214,9.1,1.1,64.7,Sr,10-Jun,10.0,3.519,117.174,4.1,2012,8774,all,,0.56181236,140.0,187.0,47.0,114.0,0.7487,0.4123,38.0,38.0,1.0,49.0,91.3461,93.0869,3.56579,255.631,6.66757,1.93795,4.72962,5.50635,31.2353,3.33678,2.16957,3.0294,7.0882,10.1176,1.4706,0.5882,2.7059,15.9412,C,1.53767,1062.0002,193,329,0.5957446808510638,0.63,PF,80.5,240.8,26.1,0.08,88.75,106.5,9.5,10.0,31.5,31.5,11.65,,3.53,,110.2%,95.0,138.0,138.0,6.7,,1.1024844720496894,1.3229813664596273,,0.037159060221442074,0.3753191489361702
KYRIE IRVING,Duke,ACC,11,20.5,130.5,27.2,0.615,0.6970000000000001,2.3,10.6,29.8,18.6,64,71,0.901,37,65,0.569,18,39,0.462,1.8,3.0,68.3,Fr,2-Jun,1.0,6.12884,149.048,3.0,2011,18579,all,99.8,1.74076183,26.0,39.0,11.0,26.0,0.6667,0.4231,0.0,0.0,,1.0,91.7011,87.1588,3.80115,61.4034,12.1928,9.40502,2.78781,13.8646,27.5455,9.48637,4.37825,0.5455,2.8182,3.3636,4.2727,1.4545,0.5455,17.4545,Scoring PG,7.29491,303.0005,55,104,0.6153846153846154,0.6970000000000001,PG,73.75,191.0,24.7,0.102,76.0,99.0,8.25,9.3,,,,,,,103.1%,76.3,,,17.7,,1.0305084745762711,1.3423728813559321,,0.03511634587762137,0.42892307692307696
LANDRY FIELDS,Stanford,P10,32,90.3,110.3,31.0,0.519,0.5604,7.9,20.6,19.6,13.6,179,257,0.696,219,420,0.521,29,86,0.337,2.3,2.6,50.8,Sr,7-Jun,2,5.76639,130.526,2.2,2010,1416,all,51.2,1.07224916,126.0,186.0,93.0,233.0,0.6774,0.3991,27.0,32.0,0.8438,39.0,97.9116,93.4292,4.14431,252.206,8.93532,5.67647,3.25885,10.602,36.25,8.16358,2.43847,2.5312,6.2188,8.75,2.7812,1.5938,0.7812,22.0,Wing F,4.37195,1160.0,248,506,0.5187747035573123,0.5604,,,,,,,,,,,,,,,,,,,,13.7,,,,,,0.2907213438735178
LARRY NANCE,Wyoming,MWC,29,77.3,106.3,27.9,0.527,0.5766,6.2,20.5,19.7,15.9,113,144,0.785,162,306,0.529,14,41,0.341,4.3,2.3,41.5,Sr,8-Jun,22.0,3.96967,118.033,2.6,2015,20039,all,,1.08569153,93.0,118.0,69.0,188.0,0.7881,0.367,46.0,50.0,0.92,27.0,91.6832,91.8035,4.33077,203.468,5.38939,1.53945,3.84994,6.40162,34.9032,3.6465,2.75512,1.4194,5.8065,7.2258,2.4516,1.1935,1.1935,16.0645,Wing F,2.66722,1012.1927999999999,176,347,0.5273775216138329,0.5766,PF,79.5,226.6,25.2,0.064,85.5,108.0,9.0,9.8,29.0,37.5,10.93,3.01,3.25,10.0,107.5%,87.8,137.0,145.5,9.3,,1.0754716981132075,1.3584905660377358,1.6548984995586937,0.03585301214350698,0.304085878962536
LARRY SANDERS,VCU,CAA,35,64.9,112.8,26.1,0.54,0.5635,13.1,25.2,7.7,13.8,107,167,0.641,192,351,0.547,4,16,0.25,9.1,1.6,45.5,Jr,11-Jun,1,3.64413,123.845,4.4,2010,3246,all,29.4,0.58620484,137.0,199.0,55.0,152.0,0.6884,0.3618,59.0,63.0,0.9365,15.0,89.8001,88.9952,3.47458,228.258,6.40892,2.22981,4.17911,6.33735,26.8857,4.31436,2.02299,3.0286,6.0857,9.1143,0.9714,0.7429,2.5714,14.3714,C,0.997726,940.9995,196,367,0.5395095367847411,0.5635,PF-C,81.25,222.4,23.7,0.046,89.75,112.0,9.75,11.0,25.5,28.0,12.49,,3.27,7.0,110.5%,107.3,137.5,140.0,5.6,,1.1046153846153846,1.3784615384615384,0.8812949640287769,0.033688994082840235,0.30401362397820164
LAVOY ALLEN,Temple,A10,33,81.5,107.7,20.1,0.488,0.519,9.3,20.2,13.6,14.7,69,99,0.697,149,304,0.49,5,17,0.294,5.4,1.3,30.8,Sr,9-Jun,24.0,2.94744,110.239,2.7,2011,1089,all,78.8,1.38884142,93.0,122.0,56.0,182.0,0.7623,0.3077,15.0,16.0,0.9375,50.0,92.0014,89.5171,4.35626,227.605,5.87426,1.2803,4.59396,5.00454,33.9394,2.33665,2.66789,2.6667,5.9091,8.5758,2.2727,0.697,1.8485,11.5758,PF/C,0.92556,1120.0002,154,321,0.48753894080996885,0.519,,,,,,,,,,,,,,,,,,,,7.2,,,,,,0.25303271028037383
LAZAR HAYWARD,Marquette,BE,34,79.5,108.1,29.6,0.495,0.5363,8.2,21.3,11.2,12.9,107,127,0.843,157,328,0.479,65,186,0.349,1.7,3.6,24.7,Sr,6-Jun,32,4.54967,125.739,4.2,2010,1257,all,85.2,0.77610879,92.0,138.0,65.0,190.0,0.6667,0.3421,10.0,10.0,1.0,30.0,92.9318,87.7798,4.27275,240.072,6.82767,4.14841,2.67926,6.648,32.2647,4.82618,1.82182,2.1176,5.4118,7.5294,1.5294,1.8824,0.5294,18.1176,Wing F,10.5698,1096.9997999999998,222,514,0.49513618677042803,0.5363,SG-SF,76.5,225.8,27.1,0.075,84.75,102.0,9.25,9.5,31.0,36.0,10.87,,3.31,15.0,110.8%,87.9,133.0,138.0,3.6,,1.107843137254902,1.3333333333333333,2.391496899911426,0.03858345080951771,0.26554153696498056
LESTER HUDSON,Tennessee Martin,OVC,30,90.6,115.3,35.5,0.517,0.56,6.5,18.3,27.3,15.0,144,164,0.878,197,381,0.517,98,284,0.345,1.7,3.3,24.7,Sr,3-Jun,,6.26497,134.098,3.0,2009,1026,all,,1.21567639,,,,,,,,,,58.0,96.5284,97.8724,3.56984,247.094,9.11737,7.93,1.18737,11.5818,36.5333,10.4465,1.1353,2.2,5.8667,8.0667,4.1333,2.1,0.6,27.7333,,14.7906,1095.9989999999998,295,665,0.5172932330827068,0.56,,,,,,,,,,,,,,,,,,,,2.1,,,,,,0.2896842105263158
LUKE HARANGODY,Notre Dame,BE,30,69.9,113.0,31.8,0.506,0.5519,8.3,24.2,11.8,10.6,140,178,0.787,219,426,0.514,25,81,0.309,2.1,0.9,35.1,Sr,8-Jun,44,5.59259,133.597,2.8,2010,3225,all,82.4,0.8703889,113.0,171.0,106.0,255.0,0.6608,0.4157,10.0,12.0,0.8333,52.0,103.004,98.5961,3.17934,184.54,3.39615,3.98874,-0.592593,5.02742,32.9667,6.06659,-1.03917,2.2333,6.8667,9.1,1.5667,0.4667,0.6667,21.7667,PF/C,5.07366,989.0010000000001,244,507,0.5059171597633136,0.5519,PF,78.0,240.2,27.8,0.111,81.5,106.0,8.75,9.8,24.0,28.5,11.83,,3.41,23.0,104.5%,85.3,130.0,134.5,5.1,,1.044871794871795,1.358974358974359,2.728975853455454,0.039480604865220245,0.27921568047337275
MALCOLM BROGDON,Virginia,ACC,37,85.1,120.0,26.8,0.532,0.5848,2.1,13.3,19.5,10.0,140,156,0.897,155,311,0.498,75,192,0.391,0.9,1.8,31.0,Sr,5-Jun,15.0,5.99104,137.708,2.4,2016,33335,all,80.6,2.21154109,89.0,137.0,66.0,174.0,0.6496,0.3793,5.0,5.0,1.0,36.0,98.9573,92.0084,4.36185,203.837,9.49229,7.27731,2.21498,10.2715,34.1351,7.60734,2.66417,0.5135,3.5405,4.0541,3.1081,0.9459,0.2432,18.2432,Combo G,9.86277,1262.9987,230,503,0.5318091451292246,0.5848,SG,75.75,223.0,27.3,0.054,82.5,98.0,9.0,10.3,30.5,35.5,10.77,2.64,3.31,,108.9%,92.3,128.5,133.5,10.1,,1.0891089108910892,1.2937293729372936,,0.03886329226982104,0.31100198807157053
MALCOLM LEE,UCLA,P10,33,79.5,110.4,19.5,0.49700000000000005,0.5531,2.6,7.8,12.9,15.3,112,144,0.778,102,191,0.534,39,132,0.295,0.6,1.2,44.6,Jr,5-Jun,3.0,3.33702,114.292,2.9,2011,5037,all,93.6,1.21815557,81.0,117.0,21.0,74.0,0.6923,0.2838,8.0,10.0,0.8,43.0,103.225,97.7746,3.31286,154.561,3.37672,3.00375,0.372973,2.51252,33.1212,1.73972,0.772795,0.697,2.3636,3.0606,2.0303,0.6364,0.2121,13.1212,Wing G,7.13763,1092.9996,141,323,0.4969040247678019,0.5531,SG,76.0,198.2,24.1,0.059,81.75,101.5,8.5,9.5,30.0,35.5,11.2,,3.09,17.0,107.6%,80.8,131.5,137.0,3.9,,1.075657894736842,1.3355263157894737,3.0449041372351164,0.03431440443213296,0.27483761609907126
MARCUS SMART,Oklahoma St.,B12,31,72.9,110.4,29.9,0.486,0.5518,5.1,14.9,30.1,15.4,182,250,0.728,114,222,0.514,49,164,0.299,1.9,5.0,64.8,So,4-Jun,33.0,4.59939,129.023,3.6,2014,24959,all,98.2,1.80485405,78.0,110.0,36.0,113.0,0.7091,0.3186,16.0,18.0,0.8889,6.0,91.3572,87.4668,4.69701,246.092,11.9444,7.06262,4.88179,10.9329,32.7097,5.92469,5.00823,1.4194,4.4839,5.9032,4.7742,2.871,0.5806,17.9677,Scoring PG,9.21149,1014.0006999999999,163,386,0.48575129533678757,0.5518,PG,74.0,227.2,29.2,0.106,81.25,99.0,9.0,8.8,33.0,36.0,10.82,2.96,3.26,,109.8%,78.8,132.0,135.0,9.4,,1.097972972972973,1.337837837837838,,0.041490138787436084,0.2680375647668394
MARKEL BROWN,Oklahoma St.,B12,34,86.4,118.2,22.5,0.541,0.5909,3.5,12.9,16.9,11.6,149,194,0.768,135,257,0.525,55,145,0.379,3.1,1.6,48.3,Sr,3-Jun,22,4.74373,127.239,2.9,2014,18415,all,71.8,1.80007417,82.0,119.0,53.0,138.0,0.6891,0.3841,28.0,31.0,0.9032,44.0,99.2219,94.435,4.22725,215.685,7.09476,4.66915,2.42562,7.84265,35.3235,5.71776,2.12489,1.0588,4.2059,5.2647,2.9118,1.0,1.0294,17.1765,Wing G,6.87176,1200.999,190,402,0.5410447761194029,0.5909,SG,74.5,184.4,23.4,0.042,80.75,100.0,8.25,9.8,36.5,43.5,12.62,2.9,3.18,,108.4%,80.4,136.5,143.5,5.0,,1.0838926174496644,1.342281879194631,,0.03322372866087113,0.3197033582089552
MARKIEFF MORRIS,Kansas,B12,38,60.7,118.0,25.2,0.627,0.6416,13.9,24.7,11.0,19.0,103,153,0.673,170,272,0.625,25,59,0.424,4.9,1.9,46.2,Jr,10-Jun,21.0,3.81565,130.2,4.7,2011,4369,all,76.6,0.67947974,128.0,168.0,42.0,104.0,0.7619,0.4038,47.0,50.0,0.94,13.0,87.4686,82.7681,3.72177,223.462,10.6049,5.65606,4.94879,9.37206,24.3684,6.16321,3.20885,2.7105,5.6053,8.3158,1.3947,0.7895,1.1316,13.6316,PF/C,3.61883,925.9992000000001,195,331,0.6268882175226587,0.6416,PF,79.75,240.8,26.6,0.102,82.75,106.5,8.5,8.3,27.0,31.5,,,3.4,11.0,103.8%,70.1,133.5,138.0,8.4,,1.0376175548589341,1.335423197492163,1.438953488372093,0.03786126315582591,0.4022114803625378
MARQUESE CHRISS,Washington,P12,34,61.2,109.3,23.7,0.562,0.5864,9.8,11.7,6.3,17.6,89,130,0.685,159,279,0.57,21,60,0.35,5.9,1.9,38.3,Fr,9-Jun,0.0,2.76195,119.496,6.5,2016,39876,all,88.6,0.37681086,102.0,145.0,56.0,133.0,0.7034,0.4211,52.0,65.0,0.8,8.0,100.93,96.5835,2.74802,179.644,4.54953,2.03066,2.51887,4.24068,24.9118,2.60641,1.63427,2.5,2.8824,5.3824,0.7647,0.9412,1.6176,13.8235,PF/C,3.61537,847.0011999999999,180,339,0.5619469026548672,0.5864,PF,80.75,233.0,25.1,0.085,84.25,105.0,9.0,9.0,32.5,38.5,11.93,3.05,3.26,,104.3%,81.0,137.5,143.5,6.2,,1.043343653250774,1.3003095975232197,,0.03573311351589683,0.3295256637168142
MARQUIS TEAGUE,Kentucky,SEC,40,81.4,99.8,21.0,0.449,0.49079999999999996,1.6,6.7,25.5,23.8,85,119,0.714,119,272,0.438,26,80,0.325,0.8,1.7,33.8,Fr,2-Jun,25,2.48876,106.366,2.8,2012,22365,all,99.0,1.75229367,86.0,155.0,33.0,117.0,0.5548,0.2821,7.0,7.0,1.0,29.0,97.6421,92.8966,3.78126,188.101,2.43779,2.24767,0.190118,1.21593,32.575,0.654154,0.561773,0.425,2.1,2.525,4.775,0.925,0.275,10.025,Scoring PG,3.66555,1303.0,145,352,0.44886363636363635,0.49079999999999996,PG,73.0,179.8,23.7,0.063,79.25,96.5,8.25,7.8,32.5,40.5,10.65,,3.19,8.0,108.6%,63.9,129.0,137.0,2.3,,1.0856164383561644,1.321917808219178,1.8020022246941045,0.03373991367986489,0.2203022727272727
MARSHON BROOKS,Providence,BE,32,90.9,115.3,29.6,0.542,0.5837,6.3,14.2,16.0,15.7,169,219,0.772,209,374,0.559,67,197,0.34,3.0,2.3,38.4,Sr,5-Jun,2.0,6.27387,134.656,2.7,2011,14026,all,40.8,0.81632653,144.0,212.0,65.0,162.0,0.6792,0.4012,27.0,27.0,1.0,25.0,103.053,98.7339,3.5569,228.498,6.65104,5.90991,0.741129,9.58382,36.5,8.53793,1.04589,2.25,4.7812,7.0312,2.5,1.5,1.2188,24.625,Wing G,9.35137,1168.0,276,571,0.542031523642732,0.5837,SG,76.25,194.6,23.5,0.052,85.0,101.0,9.0,10.5,34.0,38.5,10.74,,3.09,5.0,111.5%,94.5,135.0,139.5,10.5,,1.1147540983606556,1.3245901639344262,0.9892086330935252,0.033470572426766994,0.31638380035026265
MASON PLUMLEE,Duke,ACC,36,86.7,113.1,25.1,0.599,0.628,9.8,23.3,11.5,19.2,173,254,0.681,221,369,0.599,0,0,0.0,4.0,1.7,68.8,Sr,10-Jun,5,5.15183,126.731,2.9,2013,12278,all,94.8,0.67959875,169.0,228.0,52.0,141.0,0.7412,0.3688,83.0,92.0,0.9022,22.0,90.9172,84.9855,4.9222,282.551,8.66358,3.98273,4.68084,8.41895,34.6667,5.39624,3.0227,2.75,7.2222,9.9722,1.9444,1.0,1.4444,17.0833,C,0.0,1248.0012,221,369,0.5989159891598916,0.628,C-PF,83.25,238.2,24.2,0.062,83.0,108.0,9.75,9.5,30.5,36.0,10.89,2.76,3.29,14.0,99.7%,92.6,138.5,144.0,10.6,,0.996996996996997,1.2972972972972974,2.115869017632242,0.03436950463977491,0.37611924119241197
MEYERS LEONARD,Illinois,B10,32,78.6,112.5,22.0,0.586,0.6177,9.1,23.5,9.9,18.7,93,127,0.732,169,280,0.604,1,11,0.091,6.9,0.9,43.6,So,Jul-00,12.0,3.80973,119.265,3.7,2012,17125,all,94.2,0.63237645,109.0,144.0,60.0,136.0,0.7569,0.4412,51.0,56.0,0.9107,11.0,94.6348,88.2181,4.16046,210.3,6.54568,1.57784,4.96784,6.26746,31.8125,3.03494,3.23251,2.2812,5.9062,8.1875,1.3438,0.4688,1.875,13.5625,C,0.667608,1018.0,170,291,0.5859106529209622,0.6177,C,83.75,249.8,25.0,0.057,87.0,108.0,9.25,11.0,30.0,32.5,11.34,,3.41,19.0,103.9%,101.8,138.0,140.5,7.6,,1.0388059701492538,1.2895522388059701,2.4719775820656524,0.035614167966139455,0.36191701030927836
MICHAEL CARTER-WILLIAMS,Syracuse,BE,40,87.5,102.6,24.4,0.43799999999999994,0.4913,4.0,11.1,40.2,24.1,129,186,0.694,120,274,0.438,35,120,0.292,1.7,4.8,47.2,So,6-Jun,1,3.78583,115.092,2.6,2013,23112,all,95.0,2.14705882,86.0,146.0,34.0,126.0,0.589,0.2698,20.0,24.0,0.8333,11.0,86.8313,82.318,5.29067,299.662,9.12808,4.84479,4.28329,8.82116,35.2,3.95766,4.86349,1.275,3.6,4.875,7.3,2.775,0.475,11.85,Pure PG,5.16731,1408.0,155,394,0.43781725888324874,0.4913,PG,76.75,184.4,22.0,0.044,79.25,101.0,7.5,8.5,31.5,41.0,10.68,3.7,3.22,8.0,103.3%,63.8,132.5,142.0,17.6,,1.0325732899022801,1.3159609120521172,1.7787418655097613,0.031304310921070784,0.2150996192893401
MICHAEL KIDD-GILCHRIST,Kentucky,SEC,40,77.8,111.8,21.3,0.511,0.5705,10.3,16.1,10.8,19.6,143,192,0.745,147,275,0.535,13,51,0.255,2.8,1.9,58.9,Fr,7-Jun,14,3.81007,119.626,3.1,2012,22362,all,99.6,0.86206898,100.0,143.0,47.0,132.0,0.6993,0.3561,34.0,36.0,0.9444,2.0,90.971,86.5498,4.29842,242.953,8.18856,5.00434,3.18423,6.73574,31.125,3.86278,2.87296,2.575,4.85,7.425,1.875,0.975,0.925,11.9,Wing F,2.44492,1245.0,160,326,0.5107361963190185,0.5705,SF,77.75,232.8,27.1,0.07,84.0,104.5,9.0,10.3,32.0,35.5,11.77,,3.18,6.0,108.0%,92.3,136.5,140.0,11.8,,1.0803858520900322,1.3440514469453375,0.9149484536082474,0.038510768085524345,0.29137500000000005
